Fall reset||(52.00, -17.00, 0.00)|(200.00, 4.00, 0.20)|order=4
V6 visual / material|V6 art fill_3|(39.50, 9.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(40.50, 9.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(41.50, 9.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(42.50, 9.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(15.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(16.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(17.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(18.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(19.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(20.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(21.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(22.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(23.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(24.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(25.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(26.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(27.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(28.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(29.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(30.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(31.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(32.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(33.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(34.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(35.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(36.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(37.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(38.50, 10.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(15.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(16.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(17.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(18.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(19.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(20.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(21.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(22.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(23.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(24.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(25.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(26.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(27.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(28.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(29.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(30.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(31.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(32.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(33.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(34.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(35.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(36.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(37.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(38.50, 11.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(15.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(16.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(17.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(18.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(19.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(20.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(21.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(22.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(23.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(24.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(25.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(26.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(27.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(28.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(29.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(30.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(31.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(32.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(33.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(34.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(35.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(36.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(37.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(38.50, 12.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(15.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(16.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(17.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(18.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(19.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(20.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(21.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(22.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(23.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(24.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(25.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(26.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(27.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(28.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(29.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(30.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(31.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(32.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(33.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(34.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(35.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(36.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(37.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(38.50, 13.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(15.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(16.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(17.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(18.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(19.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(20.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(21.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(22.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(23.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(24.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(25.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(26.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(27.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(28.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(29.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(30.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(31.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(32.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(33.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(34.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(35.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(36.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(37.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(38.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(39.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(40.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(41.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(42.50, 14.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(15.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(16.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(17.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(18.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(19.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(20.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(21.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(22.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(23.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(24.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(25.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(26.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(27.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(28.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(29.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(30.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(31.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(32.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(33.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(34.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(35.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(36.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(37.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(38.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(39.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(40.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(41.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(42.50, 15.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(15.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(16.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(17.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(18.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(19.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(20.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(21.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(22.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(23.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(24.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(25.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(26.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(27.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(28.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(29.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(30.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(31.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(32.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(33.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(34.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(35.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(36.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(37.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(38.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(39.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(40.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(41.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(42.50, 16.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(15.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(16.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(17.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(18.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(19.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(20.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(21.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(22.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(23.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(24.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(25.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(26.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(27.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(28.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(29.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(30.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(31.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(32.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(33.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(34.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(35.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(36.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(37.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(38.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(39.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(40.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(41.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(42.50, 17.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(15.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(16.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(17.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(18.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(19.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(20.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(21.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(22.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(23.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(24.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(25.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(26.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(27.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(28.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(29.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(30.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(31.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(32.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(33.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(34.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(35.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(36.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(37.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(38.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(39.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(40.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(41.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(42.50, 18.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(15.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(16.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(17.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(18.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(19.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(20.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(21.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(22.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(23.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(24.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(25.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(26.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(27.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(28.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(29.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(30.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(31.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(32.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(33.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(34.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(35.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(36.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
V6 visual / material|V6 art fill_3|(37.50, 19.50, 0.00)|(1.00, 1.00, 0.20)|order=0
